"F0","base_word","count_trial_logger","response","response_time","speaker","stop_type","subject_nr","time_experiment","word_choice0_eng","word_choice1_eng","subj_gender","subj_age","subj_region","group","stop_response","stop_response2","word_status"
6,"domang",57,0,3624,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","t","asp","len_word"
3,"domang",58,1,1042,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
2,"domang",59,1,790,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
7,"tomang",60,0,1066,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","t","asp","len_word"
1,"tomang",61,1,1491,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
5,"domang",62,1,985,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
4,"dongmil",63,1,1457,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
7,"dongmil",64,0,895,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
6,"domang",65,0,2886,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","t","asp","len_word"
2,"tomang",66,1,1263,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
6,"tongmil",67,0,905,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
6,"tongmil",68,0,1070,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
3,"tongmil",69,1,1048,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
4,"tongmil",70,0,2186,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
5,"dongmil",71,1,1220,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
7,"domang",72,1,1461,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
5,"dongmil",73,1,1214,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
3,"tomang",74,1,842,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
2,"tomang",75,1,813,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
5,"tomang",76,0,891,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","t","asp","len_word"
4,"tomang",77,0,1726,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","t","asp","len_word"
4,"domang",78,1,769,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
2,"tongmil",79,0,2964,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
6,"tomang",80,1,3723,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
7,"dongmil",81,0,2160,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
2,"domang",82,1,1075,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
4,"domang",83,1,873,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
2,"tongmil",84,1,1318,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
3,"dongmil",85,1,962,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
2,"dongmil",86,1,1001,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
6,"tomang",87,0,1039,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","t","asp","len_word"
1,"domang",88,1,771,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
1,"dongmil",89,1,929,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
7,"tomang",90,0,818,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","t","asp","len_word"
5,"tongmil",91,0,1145,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
1,"tomang",92,1,1021,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
1,"dongmil",93,1,1568,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
4,"tongmil",94,0,1042,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
5,"domang",95,1,808,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
6,"dongmil",96,1,1542,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
3,"dongmil",97,1,944,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
7,"tongmil",98,0,793,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
6,"dongmil",99,1,2317,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
4,"dongmil",100,1,1147,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
7,"tongmil",101,0,1017,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
2,"dongmil",102,1,762,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
3,"tomang",103,0,1267,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","t","asp","len_word"
1,"tongmil",104,1,2839,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
1,"domang",105,1,1520,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
1,"tongmil",106,1,889,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
7,"domang",107,1,1783,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
5,"tongmil",108,0,1174,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","t","asp","asp_word"
3,"tongmil",109,1,2235,"F1","td",21,6383,"tongmil","dongmil","F",20,"GG","P","d","len","asp_word"
3,"domang",110,1,894,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","d","len","len_word"
5,"tomang",111,0,863,"F1","td",21,6383,"tomang","domang","F",20,"GG","P","t","asp","len_word"
5,"baneul",0,1,1110,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
5,"bama",1,1,1654,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
7,"pama",2,0,812,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
4,"paneul",3,1,703,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
3,"pama",4,1,894,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
2,"pama",5,1,632,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
4,"bama",6,1,566,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
5,"pama",7,0,704,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
1,"paneul",8,1,721,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"bama",9,1,732,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
6,"pama",10,0,760,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
3,"pama",11,1,591,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
1,"baneul",12,1,768,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
7,"bama",13,0,672,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"paneul",14,0,883,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
2,"baneul",15,1,667,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
4,"bama",16,1,1466,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
1,"bama",17,1,760,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
3,"bama",18,1,1086,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
3,"paneul",19,1,788,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
5,"paneul",20,0,783,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
1,"bama",21,1,606,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
4,"baneul",22,1,836,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
1,"paneul",23,1,750,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
1,"baneul",24,1,714,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
4,"pama",25,0,825,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
6,"baneul",26,0,826,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
4,"paneul",27,1,1001,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"baneul",28,1,692,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"paneul",29,0,2292,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
7,"pama",30,0,1094,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
4,"baneul",31,1,605,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
1,"pama",32,1,976,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
6,"baneul",33,0,974,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
3,"paneul",34,1,712,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"bama",35,1,770,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
6,"bama",36,0,1512,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
1,"pama",37,1,662,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
5,"bama",38,1,1115,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
7,"bama",39,0,796,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
4,"pama",40,0,1283,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
5,"baneul",41,0,842,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
3,"baneul",42,1,745,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
5,"paneul",43,0,1077,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
3,"bama",44,1,1016,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
2,"pama",45,1,1072,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","b","len","asp_word"
7,"baneul",46,0,669,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
6,"pama",47,0,731,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"baneul",48,0,771,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
6,"bama",49,0,811,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
6,"paneul",50,0,766,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
5,"pama",51,0,607,"M1","pb",0,4560,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"paneul",52,0,785,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
3,"baneul",53,1,694,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"paneul",54,1,586,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"paneul",55,1,576,"M1","pb",0,4560,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"domang",56,0,928,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
1,"tomang",57,1,702,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
1,"domang",58,1,710,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"tomang",59,0,962,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
5,"tomang",60,0,804,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
2,"tongmil",61,1,785,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
6,"tomang",62,0,698,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
7,"tomang",63,0,634,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
3,"dongmil",64,1,760,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
4,"tongmil",65,0,933,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
1,"tongmil",66,1,772,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
5,"tongmil",67,0,628,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
5,"tomang",68,0,610,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
6,"tongmil",69,0,626,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
3,"tomang",70,1,685,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"tongmil",71,0,901,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
5,"dongmil",72,0,1081,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
4,"domang",73,1,593,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
1,"domang",74,1,665,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
3,"tomang",75,0,743,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
5,"domang",76,0,721,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
2,"dongmil",77,1,782,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
2,"dongmil",78,1,892,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
7,"domang",79,0,834,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
6,"tomang",80,0,543,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
4,"tomang",81,0,575,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
1,"dongmil",82,1,723,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
4,"dongmil",83,0,864,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
1,"tomang",84,1,714,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"tomang",85,1,687,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
6,"dongmil",86,0,743,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
3,"tongmil",87,0,674,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
1,"tongmil",88,1,842,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
2,"domang",89,1,696,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"dongmil",90,0,955,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
2,"domang",91,1,496,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
6,"dongmil",92,0,668,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
7,"tongmil",93,0,877,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
5,"dongmil",94,0,936,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
4,"domang",95,1,592,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
3,"tongmil",96,1,1484,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
3,"domang",97,1,706,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
7,"tongmil",98,0,691,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
7,"dongmil",99,0,753,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
2,"tongmil",100,1,812,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
7,"tomang",101,0,632,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
3,"domang",102,1,539,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"tomang",103,1,810,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","d","len","len_word"
5,"tongmil",104,0,932,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
3,"dongmil",105,1,863,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
5,"domang",106,0,931,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
1,"dongmil",107,1,851,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
6,"tongmil",108,0,747,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
7,"domang",109,0,941,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
6,"domang",110,0,1064,"F1","td",0,4560,"tomang","domang","F",20,"SE","P","t","asp","len_word"
7,"dongmil",111,0,1019,"F1","td",0,4560,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
5,"pama",0,0,1369,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"pama",1,0,1568,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"pama",2,0,2146,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"paneul",3,0,1694,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
3,"paneul",4,1,1025,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
1,"bama",5,1,1189,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","b","len","asp_word"
5,"pama",6,0,896,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
5,"paneul",7,0,877,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
1,"bama",8,1,814,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","b","len","asp_word"
7,"baneul",9,0,1056,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
3,"pama",10,0,1324,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"bama",11,0,2004,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
3,"baneul",12,1,912,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"pama",13,0,829,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
5,"bama",14,0,1131,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
6,"paneul",15,0,1327,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
3,"pama",16,1,1002,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","b","len","asp_word"
4,"baneul",17,1,1507,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
3,"bama",18,0,1110,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
6,"baneul",19,0,1192,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
2,"paneul",20,1,819,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"pama",21,0,983,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
6,"baneul",22,0,1113,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
4,"bama",23,1,1039,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","b","len","asp_word"
2,"bama",24,1,796,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","b","len","asp_word"
7,"bama",25,0,1079,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
4,"paneul",26,1,916,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"paneul",27,1,723,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
1,"paneul",28,1,821,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
4,"baneul",29,1,1186,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"baneul",30,1,902,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
5,"bama",31,0,835,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
6,"paneul",32,0,1149,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
6,"pama",33,0,790,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"paneul",34,0,947,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
1,"pama",35,1,722,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","b","len","asp_word"
3,"baneul",36,0,1477,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
3,"paneul",37,1,924,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
1,"paneul",38,1,990,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
7,"baneul",39,0,1043,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
2,"bama",40,1,711,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","b","len","asp_word"
2,"baneul",41,1,958,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
1,"baneul",42,1,742,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"pama",43,1,1025,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","b","len","asp_word"
5,"baneul",44,1,1567,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
1,"pama",45,1,783,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","b","len","asp_word"
4,"pama",46,0,1042,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
4,"pama",47,0,915,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
5,"paneul",48,0,1149,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
5,"baneul",49,1,1012,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"bama",50,0,900,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
6,"bama",51,0,916,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
4,"bama",52,0,1693,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
1,"baneul",53,1,982,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
3,"bama",54,0,1803,"M1","pb",23,6092,"pama","bama","F",20,"SE","P","p","asp","asp_word"
4,"paneul",55,1,1343,"M1","pb",23,6092,"paneul","baneul","F",20,"SE","P","b","len","len_word"
7,"domang",56,1,3023,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"domang",57,1,1544,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
7,"dongmil",58,0,1651,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
1,"tongmil",59,1,1380,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
7,"domang",60,1,1888,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
3,"tomang",61,1,813,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"tongmil",62,0,1701,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
4,"dongmil",63,1,1010,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
3,"tomang",64,1,1093,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
7,"tongmil",65,0,1150,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
3,"dongmil",66,1,1179,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
6,"dongmil",67,1,2205,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
4,"dongmil",68,1,943,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
6,"domang",69,1,1108,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
5,"domang",70,1,991,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
3,"domang",71,1,811,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"dongmil",72,1,3109,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
7,"dongmil",73,0,1575,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
2,"tomang",74,1,873,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
6,"tomang",75,0,1081,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","t","asp","len_word"
3,"tongmil",76,1,916,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
5,"tomang",77,0,1065,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","t","asp","len_word"
3,"domang",78,1,851,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"domang",79,1,686,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
5,"tongmil",80,0,842,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
6,"tomang",81,0,890,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","t","asp","len_word"
2,"tongmil",82,1,914,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
7,"tomang",83,0,618,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","t","asp","len_word"
2,"domang",84,1,737,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
3,"dongmil",85,1,963,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
4,"domang",86,1,857,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
5,"tomang",87,0,820,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","t","asp","len_word"
6,"tongmil",88,0,988,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
1,"tomang",89,1,711,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"tongmil",90,0,772,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
1,"tongmil",91,1,779,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
